season,player,position,age,team,games,player_efficiency_rating,points,rebounds,assists,steals,blocks
1999,Muggsy Bogues,PG,34,GSW,36,15.3,183,73,134,43,1
1999,Nazr Mohammed,C,21,PHI,26,10,42,37,2,5,4
1999,Negele Knight,PG,31,TOR,6,2.4,8,6,8,1,0
1999,Nick Anderson,SF,31,ORL,47,15.3,701,277,91,64,15
1999,Nick Van,PG,27,DEN,50,16.7,826,113,368,40,3
1999,Olden Polynice,C,34,SEA,48,11.8,368,425,43,20,30
1999,Oliver Miller,C,28,SAC,4,8.3,10,8,0,0,2
1999,Othella Harrington,PF,25,HOU,41,16.1,400,246,15,6,25
1999,Otis Thorpe,PF,36,WAS,49,15,554,334,101,42,19
1999,P.J. Brown,PF,29,MIA,50,15.8,571,346,66,46,48
1999,Pat Garrity,PF,22,PHO,39,13,217,75,18,8,3
1999,Patrick Ewing,C,36,NYK,38,19.4,657,377,43,30,100
1999,Paul Grant,C,25,MIN,4,-14.3,2,1,0,0,0
1999,Paul Grant,C,25,MIL,2,10.9,2,0,0,1,0
1999,Paul Pierce,SF,21,BOS,48,19.2,791,309,115,82,50
1999,Peja Stojakovic,SF,21,SAC,48,13.5,402,143,72,41,7
1999,Pete Chilcutt,PF,30,VAN,46,9.4,166,117,30,22,12
1999,Peter Aluma,C,25,SAC,2,3.1,2,2,0,1,1
1999,Pooh Richardson,PG,32,LAC,11,10.7,28,13,30,4,0
1999,Popeye Jones,PF,28,BOS,18,12.4,54,52,15,5,0
1999,Raef LaFrentz,C,22,DEN,12,18.9,166,91,8,9,17
1999,Randell Jackson,PF,23,WAS,27,11.6,114,54,8,3,11
1999,Randy Brown,PG,30,CHI,39,12.6,342,132,149,68,8
1999,Randy Livingston,PG,23,PHO,1,27.2,12,2,3,2,0
1999,Rashard Lewis,SF,19,SEA,20,4.5,47,25,4,8,1
1999,Rasheed Wallace,PF,24,POR,49,16.7,628,241,60,48,54
1999,Rasho Nesterovic,C,22,MIN,2,3.5,8,8,1,0,0
1999,Ray Allen,SG,23,MIL,50,18.9,856,212,178,53,7
1999,Reggie Jordan,SG,31,MIN,27,9.8,51,59,41,12,5
1999,Reggie Miller,SG,33,IND,50,18.7,920,135,112,37,9
1999,Reggie Slater,PF,28,TOR,30,11.3,115,70,5,3,3
1999,Rex Chapman,SG,31,PHO,38,11.8,459,104,109,34,9
1999,Rex Walters,SG,28,MIA,33,6.9,101,50,58,10,3
1999,Rick Brunson,PG,26,NYK,17,6.2,17,10,19,9,0
1999,Rick Fox,SF,29,LAL,44,13.6,394,89,89,28,10
1999,Rick Mahorn,PF,40,PHI,16,1.5,13,23,2,5,1
1999,Ricky Davis,SG,19,CHH,46,12.9,209,84,58,30,7
1999,Rik Smits,C,32,IND,49,20.2,728,275,52,18,52
1999,Robert Horry,PF,28,LAL,38,13.5,188,152,56,36,39
1999,Robert Pack,PG,29,DAL,25,17.1,222,36,81,20,1
1999,Robert Traylor,C,21,MIL,49,17,259,182,38,44,44
1999,Rod Strickland,PG,32,WAS,44,20.2,690,212,434,76,5
1999,Rodney Rogers,SF,27,LAC,47,14.7,348,179,77,47,22
1999,Rodrick Rhodes,SF,25,HOU,3,0.4,9,4,1,1,0
1999,Rodrick Rhodes,SG,25,VAN,10,0.8,34,13,10,4,2
1999,Ron Harper,SG,35,CHI,35,14.7,392,180,115,60,35
1999,Ron Mercer,SG,22,BOS,41,13.5,698,155,104,67,12
1999,Rony Seikaly,C,33,NJN,9,0.5,15,21,2,4,6
1999,Roshown McLeod,SF,23,ATL,34,11.3,162,50,14,2,1
1999,Ruben Patterson,SF,23,LAL,24,14.3,65,30,2,5,3
1999,Rusty LaRue,PG,25,CHI,43,8.9,203,56,63,33,3
1999,Ryan Stack,PF,23,CLE,18,9.7,47,34,5,2,11
1999,Sam Cassell,PG,29,NJN,4,23.7,72,6,19,3,0
1999,Sam Cassell,PG,29,MIL,4,22.5,55,9,17,6,0
1999,Sam Jacobson,PG,23,LAL,2,20.6,8,3,0,0,0
1999,Sam Mack,SF,28,VAN,19,13.3,242,53,23,20,1
1999,Sam Mack,SF,28,HOU,25,17.7,230,42,32,15,3
1999,Sam Mitchell,SF,35,MIN,50,14.1,561,182,98,35,16
1999,Sam Perkins,PF,37,IND,48,12.1,238,138,25,15,14
1999,Samaki Walker,PF,22,DAL,39,12.6,229,143,6,9,16
1999,Scot Pollard,C,23,SAC,16,18,82,82,4,8,18
1999,Scott Burrell,SF,28,NJN,32,12.6,212,119,45,40,11
1999,Scott Williams,C,30,PHI,2,-1.3,0,2,1,2,1
1999,Scott Williams,C,30,MIL,5,12.2,14,12,0,1,1
1999,Scottie Pippen,SF,33,HOU,50,16.8,726,323,293,98,37
1999,Sean Elliott,SF,30,SAS,50,12.6,561,213,117,26,17
1999,Sean Marks,PF,23,TOR,8,7.8,11,1,0,1,0
1999,Sean Rooks,C,29,LAL,36,9.1,98,72,9,2,9
1999,Shammond Williams,PG,23,ATL,2,33.8,3,0,1,0,0
1999,Shandon Anderson,SG,25,UTA,50,12.8,427,132,56,39,10
1999,Shaquille O'Neal,C,26,LAL,49,30.6,1289,525,114,36,82
1999,Shareef Abdur-Rahim,SF,22,VAN,50,20.7,1152,374,172,69,55
1999,Shawn Bradley,C,26,DAL,49,19.6,420,392,40,35,159
1999,Shawn Kemp,PF,29,CLE,42,23.6,862,388,101,48,45
1999,Shawn Respert,SG,26,PHO,12,11.4,37,13,8,5,0
1999,Sherman Douglas,PG,32,LAC,30,11.5,247,58,124,27,3
1999,Stacey Augmon,SF,30,POR,48,13,208,125,58,57,18
1999,Stanley Roberts,C,28,HOU,6,9.7,14,11,0,0,1
1999,Stephon Marbury,PG,21,MIN,18,18.8,319,62,167,29,5
1999,Stephon Marbury,PG,21,NJN,31,21.8,725,80,270,30,3
1999,Steve Henson,PG,30,DET,4,5.6,4,0,3,1,0
1999,Steve Kerr,PG,33,SAS,44,9.9,192,44,49,23,3
1999,Steve Nash,PG,24,DAL,40,10.9,315,114,219,37,2
1999,Steve Smith,SG,29,ATL,36,17.9,672,151,118,36,11
1999,Stojko Vrankovic,C,35,LAC,2,10.7,2,6,0,0,0
1999,Tariq Abdul-Wahad,SG,24,SAC,49,11.8,454,186,50,50,16
1999,Terrell Brandon,PG,28,MIL,15,17.4,203,53,104,24,3
1999,Terrell Brandon,PG,28,MIN,21,20.9,298,81,205,39,7
1999,Terry Cummings,PF,37,GSW,50,16.2,454,255,58,46,10
1999,Terry Davis,C,31,WAS,37,10.6,126,139,10,11,3
1999,Terry Dehere,PG,27,SAC,4,10.7,9,2,1,2,0
1999,Terry Dehere,SG,27,VAN,22,8.3,74,22,26,5,3
1999,Terry Mills,PF,31,MIA,1,6.7,9,4,0,1,0
1999,Terry Porter,PG,35,MIA,50,16.9,525,140,146,48,11
1999,Theo Ratliff,PF,25,PHI,50,16.9,560,407,30,45,149
1999,Thurl Bailey,PF,37,UTA,43,11.5,181,94,26,9,28
1999,Tim Duncan,PF,22,SAS,50,23.2,1084,571,121,45,126
1999,Tim Hardaway,PG,32,MIA,48,18.8,835,152,352,57,6
1999,Tim Legler,SG,32,WAS,30,9.1,119,40,21,4,3
1999,Tim Thomas,SF,21,PHI,17,12.8,78,33,15,3,3
1999,Tim Thomas,SF,21,MIL,33,16.9,280,93,31,23,9
1999,Toby Bailey,SG,23,PHO,27,11.3,78,54,13,9,2
1999,Todd Fuller,C,24,UTA,42,9.1,142,101,6,6,14
1999,Tom Gugliotta,PF,29,PHO,43,20,729,381,121,59,21
1999,Tom Hammonds,PF,31,MIN,49,9.4,212,136,20,8,7
1999,Toni Kukoc,SF,30,CHI,44,18.6,828,310,235,49,11
1999,Tony Battie,C,22,BOS,50,15.5,335,300,53,29,71
1999,Tony Delk,PG,25,GSW,36,11.6,246,54,95,16,6
1999,Tony Massenburg,PF,31,VAN,43,15.9,481,257,23,26,39
1999,Tracy McGrady,SF,19,TOR,49,20.6,458,278,113,52,66
1999,Tracy Murray,SF,27,WAS,36,9.6,233,81,27,21,6
1999,Travis Best,PG,26,IND,49,14.1,346,80,169,42,4
1999,Travis Knight,C,24,LAL,37,12.8,156,128,31,21,27
1999,Travis Williams,SF,29,CHH,8,8.8,15,19,2,2,1
1999,Trevor Winter,C,25,MIN,1,-4.3,0,3,0,0,0
1999,Troy Hudson,PG,22,LAC,25,14.1,169,55,92,11,2
1999,Tyrone Corbin,SF,36,ATL,47,11.4,352,145,43,31,7
1999,Tyrone Hill,PF,30,MIL,17,12.3,146,134,17,18,8
1999,Tyrone Hill,PF,30,PHI,21,12.2,179,153,18,16,8
1999,Tyrone Nesby,SF,23,LAC,50,17,503,175,82,77,20
1999,Tyronn Lue,PG,21,LAL,15,11.2,75,6,25,5,0
1999,Tyson Wheeler,PG,23,DEN,1,76.1,4,0,2,0,0
1999,Vernon Maxwell,SG,33,SAC,46,12.6,492,85,76,30,3
1999,Vin Baker,PF,27,SEA,34,12.5,468,211,56,32,34
1999,Vince Carter,SF,22,TOR,50,19.6,913,283,149,55,77
1999,Vinny Del,PG,32,MIL,48,12.3,281,102,174,33,3
1999,Vitaly Potapenko,C,23,CLE,17,10.5,143,94,16,11,16
1999,Vitaly Potapenko,C,23,BOS,33,15.1,356,238,59,24,20
1999,Vlade Divac,C,30,SAC,50,18,714,501,215,44,51
1999,Vladimir Stepania,C,22,SEA,23,11.3,127,75,12,10,23
1999,Voshon Lenard,SG,25,MIA,12,12,82,16,10,3,1
1999,Walt Williams,SF,28,POR,48,16.3,446,143,80,37,28
1999,Walter McCarty,PF,24,BOS,32,8.9,181,115,40,24,13
1999,Wesley Person,SG,27,CLE,45,14.4,503,142,80,37,16
1999,Will Perdue,C,33,SAS,37,11.7,90,138,18,9,10
1999,William Cunningham,C,24,TOR,1,0,0,0,0,0,0
1999,William Cunningham,C,24,NJN,15,0.5,6,28,1,1,11
1999,Willie Burton,SF,30,CHH,3,0.6,4,6,0,0,0
1999,Zydrunas Ilgauskas,C,23,CLE,5,17.5,76,44,4,4,7
1998,A.C. Green,PF,34,DAL,82,12.8,600,668,123,78,27
1998,Aaron McKie,SF,25,DET,24,10.1,109,68,38,23,1
1998,Aaron McKie,SG,25,PHI,57,8.1,223,163,137,78,12
1998,Aaron Williams,PF,26,SEA,65,13.4,296,147,14,19,38
1998,Adam Keefe,C,27,UTA,80,14.5,620,438,89,52,24
1998,Adonal Foyle,C,22,GSW,55,9.2,165,184,14,13,52
1998,Adrian Caldwell,PF,31,DAL,1,0,0,0,0,0,0
1998,Alan Henderson,PF,25,ATL,69,18.4,986,442,73,42,36
1998,Allan Houston,SG,26,NYK,82,15.1,1509,274,212,63,24
1998,Allen Iverson,PG,22,PHI,80,20.4,1758,296,494,176,25
1998,Alonzo Mourning,C,27,MIA,58,22.4,1115,558,52,40,130
1998,Alton Lister,C,39,POR,7,2.4,6,11,1,1,1
1998,Alvin Williams,SG,23,POR,41,11,283,60,83,30,2
1998,Alvin Williams,SG,23,TOR,13,7.3,41,21,20,8,1
1998,Andrew DeClercq,C,24,BOS,81,13.2,439,392,59,85,49
1998,Andrew Lang,C,31,MIL,57,8.5,152,153,16,18,27
1998,Anfernee Hardaway,SG,26,ORL,19,15.9,311,76,68,28,15
1998,Anthony Bowie,SG,34,NYK,27,12.9,75,26,11,6,2
1998,Anthony Goldwire,PG,26,DEN,82,13.6,751,147,277,86,7
1998,Anthony Johnson,PG,23,SAC,77,8.6,574,171,329,64,6
1998,Anthony Mason,PF,31,CHH,81,16.4,1039,826,342,68,18
1998,Anthony Miller,PF,26,ATL,37,16.4,79,70,3,15,3
1998,Anthony Parker,SG,22,PHI,37,14,72,26,19,11,3
1998,Anthony Peeler,SG,28,VAN,8,15.2,79,20,23,9,0
1998,Anthony Peeler,SG,28,MIN,30,15,390,103,114,52,6
1998,Antoine Carr,PF,36,UTA,66,9.8,378,131,48,11,53
1998,Antoine Walker,PF,21,BOS,82,17.8,1840,836,273,142,60
1998,Antonio Daniels,SG,22,VAN,74,9.9,579,143,334,55,10
1998,Antonio Davis,PF,29,IND,82,15.3,785,560,61,45,72
1998,Antonio Lang,SF,25,MIA,6,14.9,12,5,1,2,0
1998,Antonio McDyess,PF,23,PHO,81,20.3,1225,613,106,100,135
1998,Armen Gilliam,PF,33,MIL,82,16.4,921,439,104,65,37
1998,Arvydas Sabonis,C,33,POR,73,20.9,1167,729,218,65,80
1998,Austin Croshere,PF,22,IND,26,7.7,76,45,8,9,5
1998,Avery Johnson,PG,32,SAS,75,14.1,766,150,591,84,18
1998,B.J. Armstrong,PG,30,GSW,4,6.3,17,7,6,4,0
1998,B.J. Armstrong,PG,30,CHH,62,15.2,244,69,144,25,0
1998,Ben Davis,PF,25,NYK,7,7.7,4,6,0,1,0
1998,Ben Wallace,C,23,WAS,67,13.4,205,324,18,61,72
1998,Benoit Benjamin,C,33,PHI,14,12.5,63,53,3,4,4
1998,Bill Curley,PF,25,MIN,11,7.8,34,28,4,3,1
1998,Bill Wennington,C,34,CHI,48,9.4,167,80,19,4,5
1998,Billy Owens,SF,28,SAC,78,14.4,818,582,219,93,38
1998,Bimbo Coles,PG,29,GSW,53,10.4,423,123,248,51,13
1998,Bison Dele,C,28,DET,78,18.1,1261,695,94,67,55
1998,Blue Edwards,SG,32,VAN,81,14.5,872,217,201,86,27
1998,Bo Outlaw,PF,26,ORL,82,15.5,783,637,216,107,181
1998,Bob McCann,SF,33,TOR,1,-7.3,0,1,0,0,0
1998,Bob Sura,SG,24,CLE,46,9.6,267,94,171,44,7
1998,Bobby Hurley,PG,26,SAC,34,10.2,128,36,80,13,0
1998,Bobby Hurley,PG,26,VAN,27,7.9,122,30,97,10,0
1998,Bobby Jackson,PG,24,DEN,68,13.6,790,302,317,105,11
1998,Bobby Phills,SG,28,CHH,62,12.5,642,216,187,81,18
1998,Brad Lohaus,PF,33,SAS,9,5.2,19,12,5,1,2
1998,Brandon Williams,SG,22,GSW,9,2.9,37,15,3,6,3
1998,Brent Barry,SG,26,LAC,41,14.9,561,143,132,50,23
1998,Brent Barry,SG,26,MIA,17,11.2,70,28,21,14,4
1998,Brent Price,PG,29,HOU,72,10.9,406,107,192,52,4
1998,Brevin Knight,PG,22,CLE,80,17.1,723,253,656,196,18
1998,Brian Evans,SF,24,ORL,44,12,206,85,31,22,8
1998,Brian Evans,SF,24,NJN,28,12,115,52,24,7,5
1998,Brian Grant,SF,25,POR,61,16.7,737,555,86,44,45
1998,Brian Oliver,SG,29,ATL,5,6.3,15,9,2,1,0
1998,Brian Shaw,PG,31,GSW,39,8.7,251,151,173,35,14
1998,Brian Shaw,PG,31,PHI,20,10,121,64,88,14,3
1998,Brooks Thompson,PG,27,PHO,13,11.4,26,5,3,4,0
1998,Brooks Thompson,PG,27,NYK,17,11.2,33,10,24,6,1
1998,Bruce Bowen,SF,26,BOS,61,11,340,174,81,87,29
1998,Bryant Reeves,C,24,VAN,74,17.3,1207,585,155,39,80
1998,Bryant Stith,SG,27,DEN,31,9.2,235,65,50,21,8
1998,Bryon Russell,SF,27,UTA,82,12.9,738,326,101,90,31
1998,Bubba Wells,SG,23,DAL,39,11.1,128,68,34,15,4
1998,Buck Williams,PF,37,NYK,41,12.3,202,183,21,17,15
1998,Calbert Cheaney,SG,26,WAS,82,11.7,1050,324,173,96,36
1998,Carl Herrera,PF,31,SAS,58,8.1,170,91,22,19,12
1998,Carl Thomas,SG,28,GSW,10,11,62,10,9,5,1
1998,Carl Thomas,SG,28,ORL,4,27.8,9,0,1,0,1
1998,Carl Thomas,SG,28,CLE,29,10,77,37,9,16,5
1998,Carlos Rogers,PF,26,TOR,18,13.1,108,65,16,9,8
1998,Carlos Rogers,PF,26,POR,3,8.1,4,2,2,1,0
1998,Cedric Ceballos,SF,28,PHO,35,19.2,333,149,35,22,8
1998,Cedric Ceballos,SF,28,DAL,12,19.4,203,72,25,11,8
1998,Cedric Henderson,SF,22,CLE,82,10.7,832,325,168,96,45
1998,Charles Barkley,PF,34,HOU,68,21.6,1036,794,217,71,28
1998,Charles Jones,PF,40,HOU,24,7.8,15,24,5,1,6
1998,Charles O'Bannon,SG,22,DET,30,10.5,64,33,17,9,1
1998,Charles Oakley,PF,34,NYK,79,13.1,711,724,201,123,22
1998,Charles Smith,SG,22,MIA,11,-0.5,10,8,2,2,1
1998,Charles Smith,SG,22,LAC,23,11.1,109,19,19,10,5
1998,Charlie Ward,PG,27,NYK,82,15.6,642,274,466,144,37
1998,Chauncey Billups,PG,21,BOS,51,15.4,565,113,217,77,2
1998,Chauncey Billups,PG,21,TOR,29,11.1,328,77,97,30,2
1998,Cherokee Parks,C,25,MIN,79,13.6,558,437,53,36,86
1998,Chris Anstey,C,23,DAL,41,13.2,240,157,35,31,27
1998,Chris Carr,SG,23,MIN,51,11.6,504,155,85,17,11
1998,Chris Childs,PG,30,NYK,68,11.6,429,162,268,56,6
1998,Chris Crawford,PF,22,ATL,40,20.4,150,41,9,12,7
1998,Chris Dudley,C,32,NYK,51,9.5,157,275,21,13,51
1998,Chris Garner,PG,22,TOR,38,5.6,53,24,45,21,4
1998,Chris Gatling,PF,30,NJN,57,16,656,334,53,52,29
1998,Chris Mills,SF,28,NYK,80,12.7,776,408,133,45,30
1998,Chris Morris,SF,32,UTA,54,14.7,233,114,24,25,17
1998,Chris Mullin,SF,34,IND,82,16.9,927,249,186,95,39
1998,Chris Robinson,SG,23,VAN,16,4.7,54,13,10,7,1
1998,Chris Robinson,SG,23,SAC,19,11.4,108,33,29,12,3
1998,Chris Webber,C,24,WAS,71,20.9,1555,674,273,111,124
1998,Chris Whitney,PG,26,WAS,82,14.8,422,115,196,34,6
1998,Christian Laettner,PF,28,ATL,74,18.5,1020,487,190,71,73
1998,Chuck Person,PF,33,SAS,61,8.3,409,204,86,29,10
1998,Chucky Brown,SF,29,ATL,77,10.5,387,183,55,23,13
1998,Clarence Weatherspoon,PF,27,PHI,48,13.7,405,336,40,43,52
1998,Clarence Weatherspoon,PF,27,GSW,31,14.4,331,258,49,42,22
1998,Clifford Robinson,SF,31,PHO,80,17.4,1133,410,170,92,90
1998,Clifford Rozier,C,25,MIN,6,-1.7,6,6,0,0,0
1998,Clyde Drexler,SG,35,HOU,70,19.8,1287,346,382,126,42
1998,Corey Beck,PG,26,CHH,59,9.3,191,90,98,33,7
1998,Corie Blount,PF,29,LAL,70,11.9,253,298,37,29,25
1998,Corliss Williamson,SF,24,SAC,79,16,1401,446,230,76,48
1998,Cory Alexander,PG,24,SAS,37,11.1,165,47,71,25,5
1998,Cory Alexander,PG,24,DEN,23,17.8,323,99,138,45,6
1998,Dale Davis,C,28,IND,78,15.2,626,611,70,51,87
1998,Dale Ellis,SF,37,SEA,79,16.6,934,184,89,60,5
1998,Damon Stoudamire,PG,24,TOR,49,17.7,952,217,399,80,5
1998,Damon Stoudamire,PG,24,POR,22,14.5,273,81,181,33,2
1998,Dan Majerle,SG,32,MIA,72,12.2,519,268,157,68,15
1998,Dana Barros,PG,30,BOS,80,18.6,784,153,286,83,6
1998,Danny Ferry,PF,31,CLE,69,7.5,291,114,59,26,17
1998,Danny Fortson,PF,21,DEN,80,14.3,816,448,76,44,30
1998,Danny Manning,PF,31,PHO,70,19.8,947,392,139,71,46
1998,Danny Schayes,C,38,ORL,74,10.9,406,242,44,34,33
1998,Darrell Armstrong,PG,29,ORL,48,15.7,442,159,236,58,5
1998,Darrick Martin,PG,26,LAC,82,12.3,841,164,331,82,10
1998,Darvin Ham,SF,24,WAS,71,9.2,145,131,16,21,25
1998,David Benoit,SF,29,NJN,53,10,282,141,17,26,16
1998,David Benoit,SF,29,ORL,24,11.8,138,62,8,9,4
1998,David Robinson,C,32,SAS,73,27.8,1574,775,199,64,192
1998,David Vaughn,PF,24,GSW,22,10.8,114,102,18,10,6
1998,David Vaughn,PF,24,CHI,3,23.3,4,1,0,0,0
1998,David Vaughn,PF,24,NJN,15,12.1,44,49,2,5,4
1998,David Wesley,PG,27,CHH,81,15.2,1054,213,529,140,30
1998,David Wingate,SG,34,SEA,58,8.6,150,79,37,21,3
1998,Dean Garrett,C,31,DEN,82,12.1,598,644,90,57,133
1998,Dee Brown,SG,29,BOS,41,11.4,280,62,53,44,6
1998,Dee Brown,SG,29,TOR,31,16.8,378,90,101,38,17
1998,DeJuan Wheat,PG,24,MIN,34,13.5,57,11,25,6,1
1998,Dell Curry,SG,33,CHH,52,15.1,490,101,69,31,4
1998,Dennis Rodman,PF,36,CHI,80,12.4,375,1201,230,47,18
1998,Dennis Scott,SF,29,DAL,52,12.2,707,197,129,43,32
1998,Dennis Scott,SF,29,PHO,29,11.9,181,50,24,10,7
1998,Derek Anderson,SF,23,CLE,66,15.3,770,187,227,86,13
1998,Derek Fisher,PG,23,LAL,82,12.9,474,193,333,75,5
1998,Derek Grimm,SF,23,SAC,9,7.9,14,4,0,3,1
1998,Derek Harper,SG,36,ORL,66,11.5,566,103,233,72,10
1998,Derek Strong,PF,29,ORL,58,16.6,736,427,51,31,24
1998,Derrick Coleman,PF,30,PHI,59,17.5,1040,587,145,46,68
1998,Derrick McKey,SF,31,IND,57,10.7,359,211,88,57,30
1998,Detlef Schrempf,SF,35,SEA,78,18.7,1232,554,341,60,19
1998,Dickey Simpkins,PF,25,GSW,19,9,54,46,16,5,2
1998,Dickey Simpkins,PF,25,CHI,21,11.9,78,31,17,4,3
1998,Dikembe Mutombo,C,31,ATL,82,19.8,1101,932,82,34,277
1998,Don MacLean,SF,28,NJN,9,-6.5,3,5,0,0,0
1998,Don Reid,PF,24,DET,68,11.4,238,175,26,25,55
1998,Donald Royal,SF,31,ORL,2,-1.6,5,4,1,1,0
1998,Donald Royal,SF,31,CHH,29,8.9,74,37,16,6,1
1998,Donald Whiteside,PG,28,ATL,3,0.7,2,1,1,0,0
1998,Dontae' Jones,SF,22,BOS,15,3.8,44,9,5,2,3
1998,Dontonio Wingfield,SF,23,POR,3,-7.1,1,4,0,0,0
1998,Donyell Marshall,SF,24,GSW,73,15.5,1123,628,159,95,73
1998,Doug Christie,SG,27,TOR,78,16.2,1287,404,282,190,57
1998,Doug Overton,PG,28,PHI,23,5.2,62,14,37,8,1
1998,Doug West,SG,30,MIN,38,5.6,157,82,45,11,5
1998,Drew Barry,PG,24,ATL,27,10.7,56,35,49,10,1
1998,Duane Causwell,C,29,MIA,37,9.2,89,99,5,7,27
1998,Duane Ferrell,SF,32,GSW,50,6.4,94,47,26,21,6
1998,Ed Gray,SG,22,ATL,30,13,227,45,34,15,11
1998,Ed Stokes,C,26,TOR,4,6.4,3,4,1,1,2
1998,Eddie Johnson,SF,38,HOU,75,13.1,633,153,88,32,3
1998,Eddie Jones,SG,26,LAL,80,18,1349,302,246,160,55
1998,Elden Campbell,PF,29,LAL,81,16.4,816,455,78,35,102
1998,Eldridge Recasner,SG,30,ATL,59,13,548,142,117,41,1
1998,Elliot Perry,PG,28,MIL,81,11.5,591,108,230,90,2
1998,Emanual Davis,PG,29,HOU,45,9.2,184,47,59,17,3
1998,Eric Montross,C,26,PHI,20,6.7,67,92,7,7,12
1998,Eric Montross,C,26,DET,28,9.4,71,107,4,6,15
1998,Eric Murdock,PG,29,MIA,82,15.7,507,156,219,103,13
1998,Eric Piatkowski,SG,27,LAC,67,15.5,760,236,85,51,12
1998,Eric Riley,C,27,DAL,39,11.2,139,133,22,15,46
1998,Eric Snow,PG,24,SEA,17,2.2,25,4,13,0,1
1998,Eric Snow,PG,24,PHI,47,12.5,184,77,164,60,4
1998,Eric Washington,SG,23,DEN,66,9.6,511,127,78,53,25
1998,Eric Williams,SF,25,DEN,4,17,79,21,12,4,0
1998,Erick Dampier,C,22,GSW,82,14,971,715,94,39,139
1998,Erick Strickland,SG,24,DAL,67,9.3,511,161,167,56,8
1998,Ervin Johnson,C,30,MIL,81,15.6,649,685,59,79,158
1998,Etdrick Bohannon,PF,24,IND,5,-10.3,0,6,1,0,2
1998,Felton Spencer,C,30,GSW,68,8.5,162,226,17,23,37
1998,Fred Hoiberg,SG,25,IND,65,11.2,261,123,45,40,3
1998,Gary Grant,PG,32,POR,22,16.1,105,48,84,17,2
1998,Gary Payton,PG,29,SEA,82,21.6,1571,376,679,185,18
1998,Gary Trent,PF,23,POR,41,16.7,471,234,58,27,19
1998,Gary Trent,PF,23,TOR,13,14.9,159,104,14,8,8
1998,George Lynch,SF,27,VAN,82,16.8,616,362,122,65,41
1998,George McCloud,SF,30,PHO,63,12.7,456,218,84,54,13
1998,George Zidek,C,24,DEN,6,12.7,18,13,1,0,2
1998,George Zidek,C,24,SEA,6,2.3,11,4,1,0,0
1998,Gerald Madkins,SG,28,GSW,19,9.8,37,15,45,13,1
1998,Gerald Wilkins,SG,34,ORL,72,5.4,380,90,78,34,6
1998,Glen Rice,SF,30,CHH,82,17.4,1826,353,182,77,22
1998,Glenn Robinson,SF,25,MIL,56,16.8,1308,307,158,69,34
1998,God Shammgod,PG,21,WAS,20,9.2,61,7,36,7,1
1998,Grant Hill,SF,25,DET,81,21.2,1712,623,551,143,53
1998,Grant Long,PF,31,DET,40,10,141,150,25,29,12
1998,Greg Anderson,C,33,ATL,50,10.4,88,118,15,19,10
1998,Greg Anthony,PG,30,SEA,80,16.8,419,111,205,64,3
1998,Greg Foster,C,29,UTA,78,8.9,441,273,51,15,28
1998,Greg Graham,SG,27,CLE,6,2.1,16,1,6,1,0
1998,Greg Minor,SG,26,BOS,69,11.8,345,150,88,53,11
1998,Greg Ostertag,C,24,UTA,63,12.5,297,374,25,28,132
1998,Hakeem Olajuwon,C,35,HOU,47,20.8,772,460,143,84,96
1998,Harold Ellis,SF,27,DEN,27,18.1,164,50,18,19,4
1998,Harvey Grant,SF,32,WAS,65,7.5,170,168,39,23,15
1998,Henry James,PF,32,CLE,28,10.6,80,15,5,1,1
1998,Herb Williams,PF,39,NYK,27,6.1,37,29,4,6,9
1998,Hersey Hawkins,SG,31,SEA,82,15.4,862,334,221,148,17
1998,Horace Grant,C,32,ORL,76,15.4,921,618,172,81,79
1998,Horacio Llamas,C,24,PHO,8,8.6,24,18,1,1,3
1998,Hot Rod,C,35,PHO,71,11.5,255,312,49,33,60
1998,Howard Eisley,PG,25,UTA,82,13.6,633,166,346,54,13
1998,Hubert Davis,SG,27,DAL,81,12.5,898,169,157,43,5
1998,Isaac Austin,C,28,MIA,52,16.8,659,330,87,43,34
1998,Isaac Austin,C,28,LAC,26,15.6,396,227,88,18,22
1998,Isaiah Rider,SG,26,POR,74,15.2,1458,346,231,55,19
1998,Ivano Newbill,PF,27,VAN,28,7.6,58,69,9,10,3
1998,J.R. Reid,PF,29,CHH,79,11.3,384,210,51,35,19
1998,Jack Haley,C,34,NJN,16,7.2,22,15,0,0,1
1998,Jacque Vaughn,PG,22,UTA,45,6.9,139,38,84,9,1
1998,Jalen Rose,SF,25,IND,82,14.1,771,195,155,56,14
1998,Jamal Mashburn,SF,25,MIA,48,14.1,723,236,132,43,14
1998,James Collins,SG,24,LAC,23,15.3,59,14,3,6,3
1998,James Cotton,SG,22,SEA,9,12.5,24,6,0,1,1
1998,James Robinson,PG,27,LAC,70,12.4,541,111,135,37,10
1998,Jamie Feick,PF,23,MIL,45,12.1,102,124,16,25,17
1998,Jaren Jackson,SG,30,SAS,82,9.7,722,210,156,60,8
1998,Jason Caffey,PF,24,CHI,51,14.4,268,173,36,13,17
1998,Jason Caffey,PF,24,GSW,29,13.4,315,171,31,12,3
1998,Jason Kidd,PG,24,PHO,82,16.4,954,510,745,162,26
1998,Jason Lawson,C,23,ORL,17,21.5,26,27,5,4,4
1998,Jayson Williams,C,29,NJN,65,18.7,837,883,67,45,49
1998,Jeff Grayer,SG,32,CHH,1,-20,0,0,1,0,0
1998,Jeff Grayer,SG,32,GSW,4,13.5,10,4,1,2,0
